▲ Next.js 16.1.6 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://0.0.0.0:3000
- Environments: .env.local
- Experiments (use with caution):
  ⨯ turbopackFileSystemCacheForDev

✓ Starting...
✓ Ready in 962ms
 GET /test-chat-timeout 200 in 1849ms (compile: 1576ms, proxy.ts: 126ms, render: 147ms)
 GET /test-price-feed 200 in 96ms (compile: 4ms, proxy.ts: 9ms, render: 83ms)
 GET /test-empty-badge-eval 200 in 98ms (compile: 16ms, proxy.ts: 10ms, render: 72ms)
 GET /test-price-feed 200 in 101ms (compile: 7ms, proxy.ts: 9ms, render: 85ms)
 GET /test-empty-badge-eval 200 in 101ms (compile: 20ms, proxy.ts: 10ms, render: 71ms)
 GET /test-price-feed 200 in 92ms (compile: 7ms, proxy.ts: 9ms, render: 76ms)
 GET /test-empty-badge-eval 200 in 91ms (compile: 19ms, proxy.ts: 9ms, render: 63ms)
 GET /test-price-feed 200 in 90ms (compile: 4ms, proxy.ts: 9ms, render: 77ms)
 GET /test-empty-badge-eval 200 in 89ms (compile: 18ms, proxy.ts: 7ms, render: 63ms)
 GET /test-price-feed 200 in 102ms (compile: 6ms, proxy.ts: 8ms, render: 89ms)
 GET /test-empty-badge-eval 200 in 103ms (compile: 17ms, proxy.ts: 9ms, render: 76ms)
 GET /test-price-feed 200 in 104ms (compile: 5ms, proxy.ts: 8ms, render: 91ms)
 GET /test-empty-badge-eval 200 in 105ms (compile: 21ms, proxy.ts: 7ms, render: 77ms)
 GET /test-empty-badge-eval 200 in 94ms (compile: 17ms, proxy.ts: 7ms, render: 69ms)
 GET /test-price-feed 200 in 97ms (compile: 6ms, proxy.ts: 7ms, render: 84ms)
 GET /test-price-feed 200 in 93ms (compile: 5ms, proxy.ts: 9ms, render: 79ms)
 GET /test-empty-badge-eval 200 in 94ms (compile: 18ms, proxy.ts: 10ms, render: 66ms)
 GET /test-price-feed 200 in 96ms (compile: 4ms, proxy.ts: 13ms, render: 79ms)
 GET /test-empty-badge-eval 200 in 98ms (compile: 17ms, proxy.ts: 13ms, render: 68ms)
 GET /test-price-feed 200 in 95ms (compile: 8ms, proxy.ts: 9ms, render: 78ms)
 GET /test-empty-badge-eval 200 in 96ms (compile: 20ms, proxy.ts: 11ms, render: 65ms)
 GET /test-empty-badge-eval 200 in 85ms (compile: 17ms, proxy.ts: 7ms, render: 61ms)
 GET /test-price-feed 200 in 87ms (compile: 6ms, proxy.ts: 8ms, render: 74ms)
 GET /test-price-feed 200 in 87ms (compile: 5ms, proxy.ts: 9ms, render: 72ms)
 GET /test-empty-badge-eval 200 in 89ms (compile: 16ms, proxy.ts: 10ms, render: 63ms)
 GET /test-empty-badge-eval 200 in 91ms (compile: 18ms, proxy.ts: 8ms, render: 65ms)
 GET /test-price-feed 200 in 93ms (compile: 7ms, proxy.ts: 7ms, render: 79ms)
 GET /test-price-feed 200 in 93ms (compile: 4ms, proxy.ts: 9ms, render: 80ms)
 GET /test-empty-badge-eval 200 in 92ms (compile: 17ms, proxy.ts: 9ms, render: 67ms)
 GET /test-price-feed 200 in 94ms (compile: 4ms, proxy.ts: 8ms, render: 82ms)
 GET /test-empty-badge-eval 200 in 96ms (compile: 17ms, proxy.ts: 7ms, render: 71ms)
 GET /test-price-feed 200 in 95ms (compile: 7ms, proxy.ts: 9ms, render: 80ms)
 GET /test-empty-badge-eval 200 in 97ms (compile: 19ms, proxy.ts: 8ms, render: 70ms)
 GET /test-price-feed 200 in 95ms (compile: 4ms, proxy.ts: 14ms, render: 76ms)
 GET /test-empty-badge-eval 200 in 90ms (compile: 19ms, proxy.ts: 10ms, render: 61ms)
 GET /test-price-feed 200 in 87ms (compile: 4ms, proxy.ts: 10ms, render: 73ms)
 GET /test-empty-badge-eval 200 in 90ms (compile: 18ms, proxy.ts: 10ms, render: 62ms)
 GET /test-empty-badge-eval 200 in 84ms (compile: 19ms, proxy.ts: 6ms, render: 59ms)
 GET /test-price-feed 200 in 86ms (compile: 7ms, proxy.ts: 5ms, render: 74ms)
 GET /test-empty-badge-eval 200 in 89ms (compile: 18ms, proxy.ts: 8ms, render: 63ms)
 GET /test-price-feed 200 in 91ms (compile: 4ms, proxy.ts: 8ms, render: 79ms)
 GET /test-price-feed 200 in 104ms (compile: 8ms, proxy.ts: 7ms, render: 89ms)
 GET /test-empty-badge-eval 200 in 105ms (compile: 21ms, proxy.ts: 7ms, render: 77ms)
 GET /test-price-feed 200 in 106ms (compile: 5ms, proxy.ts: 12ms, render: 89ms)
 GET /test-empty-badge-eval 200 in 104ms (compile: 19ms, proxy.ts: 11ms, render: 74ms)
 GET /test-price-feed 200 in 90ms (compile: 6ms, proxy.ts: 6ms, render: 78ms)
 GET /test-empty-badge-eval 200 in 90ms (compile: 20ms, proxy.ts: 6ms, render: 64ms)
 GET /test-price-feed 200 in 89ms (compile: 4ms, proxy.ts: 9ms, render: 75ms)
 GET /test-empty-badge-eval 200 in 88ms (compile: 17ms, proxy.ts: 7ms, render: 63ms)
 GET /test-price-feed 200 in 87ms (compile: 4ms, proxy.ts: 11ms, render: 73ms)
 GET /test-empty-badge-eval 200 in 90ms (compile: 17ms, proxy.ts: 11ms, render: 63ms)
 GET /test-price-feed 200 in 90ms (compile: 5ms, proxy.ts: 7ms, render: 78ms)
 GET /test-empty-badge-eval 200 in 90ms (compile: 18ms, proxy.ts: 6ms, render: 65ms)
 GET /test-price-feed 200 in 93ms (compile: 4ms, proxy.ts: 10ms, render: 78ms)
 GET /test-empty-badge-eval 200 in 94ms (compile: 19ms, proxy.ts: 11ms, render: 64ms)
 GET /test-price-feed 200 in 101ms (compile: 7ms, proxy.ts: 6ms, render: 88ms)
 GET /test-empty-badge-eval 200 in 102ms (compile: 21ms, proxy.ts: 7ms, render: 73ms)
 GET /test-price-feed 200 in 106ms (compile: 5ms, proxy.ts: 7ms, render: 94ms)
 GET /test-empty-badge-eval 200 in 108ms (compile: 19ms, proxy.ts: 7ms, render: 82ms)
 GET /test-price-feed 200 in 99ms (compile: 6ms, proxy.ts: 7ms, render: 87ms)
 GET /test-empty-badge-eval 200 in 100ms (compile: 17ms, proxy.ts: 7ms, render: 76ms)
 GET /test-price-feed 200 in 92ms (compile: 6ms, proxy.ts: 8ms, render: 77ms)
 GET /test-empty-badge-eval 200 in 93ms (compile: 21ms, proxy.ts: 7ms, render: 65ms)
 GET /test-price-feed 200 in 91ms (compile: 5ms, proxy.ts: 7ms, render: 79ms)
 GET /test-empty-badge-eval 200 in 92ms (compile: 20ms, proxy.ts: 7ms, render: 65ms)
 GET /test-empty-badge-eval 200 in 93ms (compile: 17ms, proxy.ts: 10ms, render: 66ms)
 GET /test-price-feed 200 in 95ms (compile: 4ms, proxy.ts: 10ms, render: 81ms)
 GET /test-price-feed 200 in 86ms (compile: 7ms, proxy.ts: 7ms, render: 72ms)
 GET /test-empty-badge-eval 200 in 87ms (compile: 22ms, proxy.ts: 7ms, render: 58ms)
 GET /test-price-feed 200 in 97ms (compile: 4ms, proxy.ts: 7ms, render: 87ms)
 GET /test-empty-badge-eval 200 in 101ms (compile: 17ms, proxy.ts: 7ms, render: 77ms)
 GET /test-price-feed 200 in 116ms (compile: 7ms, proxy.ts: 7ms, render: 102ms)
 GET /test-empty-badge-eval 200 in 116ms (compile: 26ms, proxy.ts: 8ms, render: 81ms)
 GET /test-price-feed 200 in 128ms (compile: 6ms, proxy.ts: 12ms, render: 110ms)
 GET /test-empty-badge-eval 200 in 128ms (compile: 24ms, proxy.ts: 12ms, render: 92ms)
 GET /test-price-feed 200 in 124ms (compile: 8ms, proxy.ts: 8ms, render: 108ms)
 GET /test-empty-badge-eval 200 in 125ms (compile: 24ms, proxy.ts: 9ms, render: 92ms)
 GET /test-price-feed 200 in 113ms (compile: 8ms, proxy.ts: 13ms, render: 93ms)
 GET /test-empty-badge-eval 200 in 113ms (compile: 25ms, proxy.ts: 12ms, render: 76ms)
 GET /test-price-feed 200 in 107ms (compile: 9ms, proxy.ts: 7ms, render: 91ms)
 GET /test-empty-badge-eval 200 in 107ms (compile: 25ms, proxy.ts: 9ms, render: 74ms)
 GET /test-price-feed 200 in 110ms (compile: 7ms, proxy.ts: 8ms, render: 95ms)
 GET /test-empty-badge-eval 200 in 114ms (compile: 23ms, proxy.ts: 9ms, render: 81ms)
 GET /test-price-feed 200 in 113ms (compile: 6ms, proxy.ts: 9ms, render: 98ms)
 GET /test-empty-badge-eval 200 in 112ms (compile: 22ms, proxy.ts: 10ms, render: 80ms)
 GET /test-price-feed 200 in 110ms (compile: 5ms, proxy.ts: 13ms, render: 92ms)
 GET /test-empty-badge-eval 200 in 109ms (compile: 19ms, proxy.ts: 13ms, render: 77ms)
 GET /test-empty-badge-eval 200 in 49ms (compile: 20ms, proxy.ts: 8ms, render: 20ms)
 GET /test-empty-badge-eval 200 in 102ms (compile: 20ms, proxy.ts: 10ms, render: 72ms)
 GET /test-price-feed 200 in 107ms (compile: 5ms, proxy.ts: 11ms, render: 92ms)
 GET /test-price-feed 200 in 76ms (compile: 5ms, proxy.ts: 9ms, render: 63ms)
 GET /test-price-feed 200 in 34ms (compile: 3ms, proxy.ts: 9ms, render: 22ms)
 GET /test-price-feed 200 in 61ms (compile: 5ms, proxy.ts: 5ms, render: 51ms)
 GET /test-price-feed 200 in 33ms (compile: 4ms, proxy.ts: 4ms, render: 26ms)
 GET /test-price-feed 200 in 53ms (compile: 4ms, proxy.ts: 5ms, render: 44ms)
 GET /test-price-feed 200 in 35ms (compile: 4ms, proxy.ts: 6ms, render: 24ms)
 GET /test-price-feed 200 in 32ms (compile: 5ms, proxy.ts: 5ms, render: 22ms)
 GET /test-price-feed 200 in 52ms (compile: 4ms, proxy.ts: 5ms, render: 43ms)
 GET /test-price-feed 200 in 32ms (compile: 3ms, proxy.ts: 6ms, render: 23ms)
 GET /test-price-feed 200 in 29ms (compile: 6ms, proxy.ts: 4ms, render: 20ms)
 GET /test-price-feed 200 in 32ms (compile: 4ms, proxy.ts: 5ms, render: 23ms)
 GET /test-price-feed 200 in 28ms (compile: 5ms, proxy.ts: 5ms, render: 19ms)
 GET /test-price-feed 200 in 27ms (compile: 4ms, proxy.ts: 5ms, render: 19ms)
 GET /test-price-feed 200 in 25ms (compile: 3ms, proxy.ts: 3ms, render: 18ms)
 GET /test-price-feed 200 in 23ms (compile: 3ms, proxy.ts: 3ms, render: 17ms)
 GET /test-price-feed 200 in 31ms (compile: 3ms, proxy.ts: 6ms, render: 22ms)
 GET /test-price-feed 200 in 30ms (compile: 6ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 52ms (compile: 5ms, proxy.ts: 4ms, render: 44ms)
 GET /test-price-feed 200 in 59ms (compile: 2ms, proxy.ts: 4ms, render: 53ms)
 GET /test-price-feed 200 in 39ms (compile: 3ms, proxy.ts: 7ms, render: 29ms)
 GET /test-price-feed 200 in 37ms (compile: 6ms, proxy.ts: 5ms, render: 26ms)
 GET /test-price-feed 200 in 32ms (compile: 5ms, proxy.ts: 5ms, render: 22ms)
 GET /test-price-feed 200 in 32ms (compile: 3ms, proxy.ts: 4ms, render: 25ms)
 GET /test-price-feed 200 in 33ms (compile: 5ms, proxy.ts: 6ms, render: 22ms)
 GET /test-price-feed 200 in 33ms (compile: 4ms, proxy.ts: 4ms, render: 25ms)
 GET /test-price-feed 200 in 33ms (compile: 4ms, proxy.ts: 6ms, render: 23ms)
 GET /test-price-feed 200 in 32ms (compile: 6ms, proxy.ts: 4ms, render: 22ms)
 GET /test-price-feed 200 in 45ms (compile: 4ms, proxy.ts: 4ms, render: 37ms)
 GET /test-price-feed 200 in 47ms (compile: 4ms, proxy.ts: 4ms, render: 39ms)
 GET /test-price-feed 200 in 27ms (compile: 3ms, proxy.ts: 4ms, render: 20ms)
 GET /test-price-feed 200 in 31ms (compile: 5ms, proxy.ts: 4ms, render: 22ms)
 GET /test-price-feed 200 in 32ms (compile: 4ms, proxy.ts: 7ms, render: 20ms)
 GET /test-price-feed 200 in 55ms (compile: 3ms, proxy.ts: 4ms, render: 48ms)
 GET /test-price-feed 200 in 63ms (compile: 5ms, proxy.ts: 6ms, render: 53ms)
 GET /test-price-feed 200 in 44ms (compile: 4ms, proxy.ts: 7ms, render: 33ms)
 GET /test-price-feed 200 in 28ms (compile: 4ms, proxy.ts: 5ms, render: 18ms)
 GET /test-price-feed 200 in 28ms (compile: 3ms, proxy.ts: 4ms, render: 22ms)
 GET /test-price-feed 200 in 28ms (compile: 4ms, proxy.ts: 5ms, render: 19ms)
 GET /test-price-feed 200 in 33ms (compile: 3ms, proxy.ts: 4ms, render: 26ms)
 GET /test-price-feed 200 in 29ms (compile: 4ms, proxy.ts: 6ms, render: 19ms)
 GET /test-price-feed 200 in 25ms (compile: 3ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 43ms (compile: 4ms, proxy.ts: 4ms, render: 36ms)
 GET /test-price-feed 200 in 29ms (compile: 4ms, proxy.ts: 5ms, render: 19ms)
 GET /test-price-feed 200 in 23ms (compile: 3ms, proxy.ts: 4ms, render: 17ms)
 GET /test-price-feed 200 in 40ms (compile: 3ms, proxy.ts: 3ms, render: 34ms)
 GET /test-price-feed 200 in 41ms (compile: 4ms, proxy.ts: 3ms, render: 34ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 5ms, render: 17ms)
 GET /test-price-feed 200 in 25ms (compile: 2ms, proxy.ts: 5ms, render: 18ms)
 GET /test-price-feed 200 in 29ms (compile: 4ms, proxy.ts: 3ms, render: 21ms)
 GET /test-price-feed 200 in 29ms (compile: 3ms, proxy.ts: 5ms, render: 20ms)
 GET /test-price-feed 200 in 35ms (compile: 3ms, proxy.ts: 3ms, render: 28ms)
 GET /test-price-feed 200 in 37ms (compile: 4ms, proxy.ts: 12ms, render: 21ms)
 GET /test-price-feed 200 in 55ms (compile: 4ms, proxy.ts: 5ms, render: 47ms)
 GET /test-price-feed 200 in 49ms (compile: 3ms, proxy.ts: 9ms, render: 37ms)
 GET /test-price-feed 200 in 27ms (compile: 3ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 27ms (compile: 3ms, proxy.ts: 5ms, render: 19ms)
 GET /test-price-feed 200 in 49ms (compile: 3ms, proxy.ts: 4ms, render: 42ms)
 GET /test-price-feed 200 in 47ms (compile: 5ms, proxy.ts: 3ms, render: 39ms)
 GET /test-price-feed 200 in 25ms (compile: 3ms, proxy.ts: 5ms, render: 18ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 3ms, render: 19ms)
 GET /test-price-feed 200 in 27ms (compile: 4ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 28ms (compile: 3ms, proxy.ts: 5ms, render: 21ms)
 GET /test-price-feed 200 in 52ms (compile: 3ms, proxy.ts: 4ms, render: 46ms)
 GET /test-price-feed 200 in 38ms (compile: 4ms, proxy.ts: 8ms, render: 26ms)
 GET /test-price-feed 200 in 46ms (compile: 5ms, proxy.ts: 4ms, render: 37ms)
 GET /test-price-feed 200 in 40ms (compile: 2ms, proxy.ts: 4ms, render: 34ms)
 GET /test-price-feed 200 in 48ms (compile: 2ms, proxy.ts: 4ms, render: 42ms)
 GET /test-price-feed 200 in 34ms (compile: 11ms, proxy.ts: 3ms, render: 20ms)
 GET /test-price-feed 200 in 44ms (compile: 4ms, proxy.ts: 3ms, render: 37ms)
 GET /test-price-feed 200 in 45ms (compile: 4ms, proxy.ts: 4ms, render: 38ms)
 GET /test-price-feed 200 in 43ms (compile: 3ms, proxy.ts: 6ms, render: 34ms)
 GET /test-price-feed 200 in 25ms (compile: 3ms, proxy.ts: 4ms, render: 18ms)
 GET /test-price-feed 200 in 47ms (compile: 5ms, proxy.ts: 3ms, render: 39ms)
 GET /test-price-feed 200 in 45ms (compile: 3ms, proxy.ts: 6ms, render: 35ms)
 GET /test-price-feed 200 in 46ms (compile: 2ms, proxy.ts: 4ms, render: 40ms)
 GET /test-price-feed 200 in 43ms (compile: 3ms, proxy.ts: 5ms, render: 35ms)
 GET /test-price-feed 200 in 41ms (compile: 2ms, proxy.ts: 4ms, render: 35ms)
 GET /test-price-feed 200 in 48ms (compile: 2ms, proxy.ts: 4ms, render: 42ms)
 GET /test-price-feed 200 in 30ms (compile: 3ms, proxy.ts: 6ms, render: 21ms)
 GET /test-price-feed 200 in 23ms (compile: 3ms, proxy.ts: 3ms, render: 17ms)
 GET /test-price-feed 200 in 40ms (compile: 4ms, proxy.ts: 3ms, render: 33ms)
 GET /test-price-feed 200 in 41ms (compile: 3ms, proxy.ts: 6ms, render: 33ms)
 GET /test-price-feed 200 in 24ms (compile: 1996µs, proxy.ts: 3ms, render: 19ms)
 GET /test-price-feed 200 in 35ms (compile: 3ms, proxy.ts: 4ms, render: 29ms)
 GET /test-price-feed 200 in 32ms (compile: 3ms, proxy.ts: 3ms, render: 25ms)
 GET /test-price-feed 200 in 30ms (compile: 11ms, proxy.ts: 3ms, render: 17ms)
 GET /test-price-feed 200 in 25ms (compile: 3ms, proxy.ts: 5ms, render: 17ms)
 GET /test-price-feed 200 in 25ms (compile: 2ms, proxy.ts: 5ms, render: 18ms)
 GET /test-price-feed 200 in 27ms (compile: 3ms, proxy.ts: 4ms, render: 20ms)
 GET /test-price-feed 200 in 28ms (compile: 4ms, proxy.ts: 4ms, render: 20ms)
 GET /test-price-feed 200 in 59ms (compile: 3ms, proxy.ts: 3ms, render: 53ms)
 GET /test-price-feed 200 in 62ms (compile: 3ms, proxy.ts: 38ms, render: 22ms)
 GET /test-price-feed 200 in 28ms (compile: 5ms, proxy.ts: 5ms, render: 18ms)
 GET /test-price-feed 200 in 22ms (compile: 3ms, proxy.ts: 3ms, render: 16ms)
 GET /test-price-feed 200 in 40ms (compile: 5ms, proxy.ts: 3ms, render: 32ms)
 GET /test-price-feed 200 in 43ms (compile: 3ms, proxy.ts: 3ms, render: 36ms)
 GET /test-price-feed 200 in 28ms (compile: 4ms, proxy.ts: 4ms, render: 20ms)
 GET /test-price-feed 200 in 40ms (compile: 3ms, proxy.ts: 4ms, render: 34ms)
 GET /test-price-feed 200 in 30ms (compile: 2ms, proxy.ts: 4ms, render: 24ms)
 GET /test-price-feed 200 in 53ms (compile: 4ms, proxy.ts: 6ms, render: 43ms)
 GET /test-price-feed 200 in 29ms (compile: 3ms, proxy.ts: 4ms, render: 22ms)
 GET /test-price-feed 200 in 43ms (compile: 3ms, proxy.ts: 5ms, render: 35ms)
 GET /test-price-feed 200 in 29ms (compile: 2ms, proxy.ts: 4ms, render: 23ms)
 GET /test-price-feed 200 in 51ms (compile: 5ms, proxy.ts: 4ms, render: 41ms)
 GET /test-price-feed 200 in 31ms (compile: 3ms, proxy.ts: 6ms, render: 21ms)
 GET /test-price-feed 200 in 29ms (compile: 3ms, proxy.ts: 5ms, render: 20ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 5ms, render: 18ms)
 GET /test-price-feed 200 in 34ms (compile: 4ms, proxy.ts: 4ms, render: 25ms)
 GET /test-price-feed 200 in 27ms (compile: 4ms, proxy.ts: 4ms, render: 20ms)
 GET /test-price-feed 200 in 27ms (compile: 5ms, proxy.ts: 4ms, render: 17ms)
 GET /test-price-feed 200 in 27ms (compile: 2ms, proxy.ts: 7ms, render: 18ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 3ms, render: 20ms)
 GET /test-price-feed 200 in 29ms (compile: 6ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 23ms (compile: 3ms, proxy.ts: 4ms, render: 16ms)
 GET /test-price-feed 200 in 23ms (compile: 2ms, proxy.ts: 4ms, render: 17ms)
 GET /test-price-feed 200 in 37ms (compile: 4ms, proxy.ts: 5ms, render: 27ms)
 GET /test-price-feed 200 in 36ms (compile: 4ms, proxy.ts: 14ms, render: 18ms)
 GET /test-price-feed 200 in 29ms (compile: 3ms, proxy.ts: 7ms, render: 19ms)
 GET /test-price-feed 200 in 24ms (compile: 3ms, proxy.ts: 5ms, render: 16ms)
 GET /test-price-feed 200 in 24ms (compile: 4ms, proxy.ts: 5ms, render: 16ms)
 GET /test-price-feed 200 in 25ms (compile: 2ms, proxy.ts: 6ms, render: 17ms)
 GET /test-price-feed 200 in 28ms (compile: 3ms, proxy.ts: 6ms, render: 20ms)
 GET /test-price-feed 200 in 28ms (compile: 5ms, proxy.ts: 3ms, render: 20ms)
 GET /test-price-feed 200 in 20ms (compile: 3ms, proxy.ts: 4ms, render: 14ms)
✓ Compiled in 210ms
 GET /test-price-feed 200 in 153ms (compile: 85ms, proxy.ts: 47ms, render: 21ms)
 GET /test-price-feed 200 in 21ms (compile: 2ms, proxy.ts: 6ms, render: 13ms)
 GET /test-price-feed 200 in 18ms (compile: 3ms, proxy.ts: 3ms, render: 12ms)
 GET /test-price-feed 200 in 17ms (compile: 1785µs, proxy.ts: 3ms, render: 12ms)
 GET /test-price-feed 200 in 36ms (compile: 6ms, proxy.ts: 11ms, render: 20ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 29ms (compile: 4ms, proxy.ts: 5ms, render: 20ms)
 GET /test-price-feed 200 in 25ms (compile: 3ms, proxy.ts: 4ms, render: 18ms)
 GET /test-price-feed 200 in 24ms (compile: 4ms, proxy.ts: 4ms, render: 16ms)
 GET /test-price-feed 200 in 43ms (compile: 4ms, proxy.ts: 5ms, render: 35ms)
 GET /test-price-feed 200 in 32ms (compile: 3ms, proxy.ts: 6ms, render: 23ms)
 GET /test-price-feed 200 in 27ms (compile: 4ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 26ms (compile: 4ms, proxy.ts: 5ms, render: 17ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 6ms, render: 17ms)
 GET /test-price-feed 200 in 27ms (compile: 3ms, proxy.ts: 4ms, render: 20ms)
 GET /test-price-feed 200 in 27ms (compile: 3ms, proxy.ts: 4ms, render: 20ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 6ms, render: 17ms)
 GET /test-price-feed 200 in 25ms (compile: 3ms, proxy.ts: 4ms, render: 18ms)
 GET /test-price-feed 200 in 34ms (compile: 3ms, proxy.ts: 4ms, render: 27ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 5ms, render: 18ms)
 GET /test-price-feed 200 in 30ms (compile: 5ms, proxy.ts: 3ms, render: 21ms)
 GET /test-price-feed 200 in 48ms (compile: 5ms, proxy.ts: 4ms, render: 38ms)
 GET /test-price-feed 200 in 31ms (compile: 4ms, proxy.ts: 4ms, render: 23ms)
 GET /test-price-feed 200 in 29ms (compile: 3ms, proxy.ts: 6ms, render: 20ms)
 GET /test-price-feed 200 in 28ms (compile: 3ms, proxy.ts: 6ms, render: 19ms)
 GET /test-price-feed 200 in 28ms (compile: 4ms, proxy.ts: 4ms, render: 20ms)
 GET /test-price-feed 200 in 28ms (compile: 4ms, proxy.ts: 6ms, render: 18ms)
 GET /test-price-feed 200 in 29ms (compile: 3ms, proxy.ts: 5ms, render: 21ms)
 GET /test-price-feed 200 in 23ms (compile: 3ms, proxy.ts: 3ms, render: 17ms)
 GET /test-price-feed 200 in 29ms (compile: 3ms, proxy.ts: 6ms, render: 20ms)
 GET /test-price-feed 200 in 43ms (compile: 4ms, proxy.ts: 4ms, render: 35ms)
 GET /test-price-feed 200 in 30ms (compile: 3ms, proxy.ts: 4ms, render: 23ms)
 GET /test-price-feed 200 in 29ms (compile: 3ms, proxy.ts: 6ms, render: 20ms)
 GET /test-price-feed 200 in 30ms (compile: 4ms, proxy.ts: 5ms, render: 21ms)
 GET /test-price-feed 200 in 30ms (compile: 5ms, proxy.ts: 6ms, render: 19ms)
 GET /test-price-feed 200 in 34ms (compile: 3ms, proxy.ts: 6ms, render: 24ms)
 GET /test-price-feed 200 in 29ms (compile: 5ms, proxy.ts: 4ms, render: 20ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 28ms (compile: 3ms, proxy.ts: 5ms, render: 19ms)
 GET /test-price-feed 200 in 31ms (compile: 6ms, proxy.ts: 4ms, render: 21ms)
 GET /test-price-feed 200 in 24ms (compile: 3ms, proxy.ts: 4ms, render: 17ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 3ms, render: 20ms)
 GET /test-price-feed 200 in 26ms (compile: 4ms, proxy.ts: 4ms, render: 17ms)
 GET /test-price-feed 200 in 30ms (compile: 3ms, proxy.ts: 5ms, render: 22ms)
 GET /test-price-feed 200 in 23ms (compile: 2ms, proxy.ts: 4ms, render: 17ms)
 GET /test-price-feed 200 in 39ms (compile: 4ms, proxy.ts: 3ms, render: 32ms)
 GET /test-price-feed 200 in 29ms (compile: 5ms, proxy.ts: 4ms, render: 20ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 5ms, render: 18ms)
 GET /test-price-feed 200 in 24ms (compile: 3ms, proxy.ts: 4ms, render: 17ms)
 GET /test-price-feed 200 in 26ms (compile: 5ms, proxy.ts: 4ms, render: 17ms)
 GET /test-price-feed 200 in 27ms (compile: 5ms, proxy.ts: 4ms, render: 18ms)
 GET /test-price-feed 200 in 29ms (compile: 3ms, proxy.ts: 5ms, render: 21ms)
 GET /test-price-feed 200 in 23ms (compile: 3ms, proxy.ts: 4ms, render: 17ms)
 GET /test-price-feed 200 in 26ms (compile: 5ms, proxy.ts: 4ms, render: 17ms)
 GET /test-price-feed 200 in 28ms (compile: 7ms, proxy.ts: 4ms, render: 17ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 5ms, render: 18ms)
 GET /test-price-feed 200 in 24ms (compile: 3ms, proxy.ts: 3ms, render: 18ms)
 GET /test-price-feed 200 in 25ms (compile: 3ms, proxy.ts: 3ms, render: 18ms)
 GET /test-price-feed 200 in 28ms (compile: 6ms, proxy.ts: 3ms, render: 19ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 6ms, render: 17ms)
 GET /test-price-feed 200 in 22ms (compile: 2ms, proxy.ts: 3ms, render: 17ms)
 GET /test-price-feed 200 in 25ms (compile: 2ms, proxy.ts: 3ms, render: 19ms)
 GET /test-price-feed 200 in 28ms (compile: 4ms, proxy.ts: 3ms, render: 21ms)
 GET /test-price-feed 200 in 26ms (compile: 4ms, proxy.ts: 6ms, render: 16ms)
 GET /test-price-feed 200 in 25ms (compile: 2ms, proxy.ts: 4ms, render: 18ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 3ms, render: 20ms)
 GET /test-price-feed 200 in 27ms (compile: 5ms, proxy.ts: 4ms, render: 18ms)
 GET /test-price-feed 200 in 44ms (compile: 3ms, proxy.ts: 5ms, render: 36ms)
 GET /test-price-feed 200 in 26ms (compile: 2ms, proxy.ts: 4ms, render: 20ms)
 GET /test-price-feed 200 in 30ms (compile: 4ms, proxy.ts: 3ms, render: 24ms)
 GET /test-price-feed 200 in 24ms (compile: 3ms, proxy.ts: 3ms, render: 18ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 3ms, render: 20ms)
 GET /test-price-feed 200 in 37ms (compile: 4ms, proxy.ts: 4ms, render: 29ms)
 GET /test-price-feed 200 in 23ms (compile: 3ms, proxy.ts: 5ms, render: 16ms)
 GET /test-price-feed 200 in 27ms (compile: 3ms, proxy.ts: 5ms, render: 19ms)
 GET /test-price-feed 200 in 23ms (compile: 2ms, proxy.ts: 3ms, render: 18ms)
 GET /test-price-feed 200 in 28ms (compile: 5ms, proxy.ts: 4ms, render: 20ms)
