▲ Next.js 16.1.6 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://192.168.86.37:3000
- Environments: .env.local
- Experiments (use with caution):
  ⨯ turbopackFileSystemCacheForDev

✓ Starting...
✓ Ready in 1001ms
⚠ Cross origin request detected from 127.0.0.1 to /_next/* resource. In a future major version of Next.js, you will need to explicitly configure "allowedDevOrigins" in next.config to allow this.
Read more: https://nextjs.org/docs/app/api-reference/config/next-config-js/allowedDevOrigins
 GET /test-chat-timeout 200 in 1725ms (compile: 1504ms, proxy.ts: 122ms, render: 100ms)
 GET /test-chat-timeout 200 in 46ms (compile: 3ms, proxy.ts: 3ms, render: 40ms)
 GET /test-chat-timeout 200 in 31ms (compile: 3ms, proxy.ts: 5ms, render: 22ms)
 GET /test-chat-timeout 200 in 21ms (compile: 3ms, proxy.ts: 3ms, render: 15ms)
 GET /test-chat-timeout 200 in 34ms (compile: 3ms, proxy.ts: 3ms, render: 28ms)
 GET /test-chat-timeout 200 in 22ms (compile: 3ms, proxy.ts: 3ms, render: 16ms)
 GET /test-chat-timeout 200 in 29ms (compile: 3ms, proxy.ts: 4ms, render: 23ms)
 GET /test-chat-timeout 200 in 43ms (compile: 3ms, proxy.ts: 4ms, render: 35ms)
 GET /test-chat-timeout 200 in 30ms (compile: 6ms, proxy.ts: 4ms, render: 21ms)
 GET /test-chat-timeout 200 in 20ms (compile: 3ms, proxy.ts: 4ms, render: 13ms)
 GET /test-chat-timeout 200 in 41ms (compile: 3ms, proxy.ts: 4ms, render: 34ms)
 GET /test-chat-timeout 200 in 23ms (compile: 2ms, proxy.ts: 5ms, render: 15ms)
 GET /test-chat-timeout 200 in 26ms (compile: 3ms, proxy.ts: 3ms, render: 20ms)
 GET /test-chat-timeout 200 in 25ms (compile: 3ms, proxy.ts: 4ms, render: 18ms)
 GET /test-chat-timeout 200 in 23ms (compile: 4ms, proxy.ts: 3ms, render: 16ms)
 GET /test-chat-timeout 200 in 40ms (compile: 4ms, proxy.ts: 3ms, render: 33ms)
 GET /test-chat-timeout 200 in 27ms (compile: 3ms, proxy.ts: 5ms, render: 20ms)
 GET /test-chat-timeout 200 in 31ms (compile: 4ms, proxy.ts: 4ms, render: 23ms)
 GET /test-chat-timeout 200 in 46ms (compile: 3ms, proxy.ts: 4ms, render: 39ms)
 GET /test-chat-timeout 200 in 29ms (compile: 3ms, proxy.ts: 5ms, render: 22ms)
 GET /test-chat-timeout 200 in 72ms (compile: 4ms, proxy.ts: 5ms, render: 64ms)
 GET /test-chat-timeout 200 in 46ms (compile: 14ms, proxy.ts: 9ms, render: 22ms)
 GET /test-chat-timeout 200 in 28ms (compile: 4ms, proxy.ts: 4ms, render: 20ms)
 GET /test-chat-timeout 200 in 27ms (compile: 4ms, proxy.ts: 4ms, render: 20ms)
 GET /test-chat-timeout 200 in 31ms (compile: 4ms, proxy.ts: 5ms, render: 22ms)
 GET /test-chat-timeout 200 in 28ms (compile: 4ms, proxy.ts: 5ms, render: 19ms)
 GET /test-chat-timeout 200 in 28ms (compile: 4ms, proxy.ts: 4ms, render: 20ms)
 GET /test-chat-timeout 200 in 28ms (compile: 4ms, proxy.ts: 5ms, render: 19ms)
 GET /test-chat-timeout 200 in 51ms (compile: 3ms, proxy.ts: 5ms, render: 43ms)
 GET /test-chat-timeout 200 in 26ms (compile: 3ms, proxy.ts: 4ms, render: 19ms)
 GET /test-chat-timeout 200 in 26ms (compile: 4ms, proxy.ts: 4ms, render: 19ms)
 GET /test-chat-timeout 200 in 27ms (compile: 4ms, proxy.ts: 5ms, render: 17ms)
 GET /test-chat-timeout 200 in 32ms (compile: 3ms, proxy.ts: 5ms, render: 24ms)
 GET /test-chat-timeout 200 in 31ms (compile: 5ms, proxy.ts: 6ms, render: 21ms)
 GET /test-chat-timeout 200 in 27ms (compile: 4ms, proxy.ts: 5ms, render: 18ms)
 GET /test-chat-timeout 200 in 29ms (compile: 5ms, proxy.ts: 4ms, render: 20ms)
 GET /test-chat-timeout 200 in 28ms (compile: 3ms, proxy.ts: 4ms, render: 20ms)
 GET /test-chat-timeout 200 in 31ms (compile: 4ms, proxy.ts: 4ms, render: 23ms)
 GET /test-chat-timeout 200 in 34ms (compile: 5ms, proxy.ts: 6ms, render: 23ms)
 GET /test-chat-timeout 200 in 32ms (compile: 4ms, proxy.ts: 5ms, render: 23ms)
 GET /test-chat-timeout 200 in 29ms (compile: 4ms, proxy.ts: 5ms, render: 20ms)
 GET /test-chat-timeout 200 in 28ms (compile: 4ms, proxy.ts: 5ms, render: 19ms)
 GET /test-chat-timeout 200 in 50ms (compile: 4ms, proxy.ts: 5ms, render: 42ms)
 GET /test-chat-timeout 200 in 65ms (compile: 4ms, proxy.ts: 7ms, render: 55ms)
 GET /test-chat-timeout 200 in 41ms (compile: 3ms, proxy.ts: 6ms, render: 32ms)
 GET /test-chat-timeout 200 in 24ms (compile: 3ms, proxy.ts: 5ms, render: 16ms)
 GET /test-chat-timeout 200 in 27ms (compile: 3ms, proxy.ts: 5ms, render: 20ms)
 GET /test-chat-timeout 200 in 49ms (compile: 4ms, proxy.ts: 5ms, render: 40ms)
 GET /test-chat-timeout 200 in 50ms (compile: 5ms, proxy.ts: 5ms, render: 41ms)
 GET /test-chat-timeout 200 in 31ms (compile: 4ms, proxy.ts: 6ms, render: 22ms)
 GET /test-chat-timeout 200 in 31ms (compile: 4ms, proxy.ts: 5ms, render: 23ms)
 GET /test-chat-timeout 200 in 28ms (compile: 5ms, proxy.ts: 4ms, render: 19ms)
 GET /test-chat-timeout 200 in 45ms (compile: 4ms, proxy.ts: 4ms, render: 36ms)
 GET /test-chat-timeout 200 in 28ms (compile: 4ms, proxy.ts: 4ms, render: 20ms)
 GET /test-chat-timeout 200 in 29ms (compile: 3ms, proxy.ts: 5ms, render: 21ms)
 GET /test-chat-timeout 200 in 31ms (compile: 5ms, proxy.ts: 5ms, render: 21ms)
 GET /test-chat-timeout 200 in 38ms (compile: 4ms, proxy.ts: 5ms, render: 28ms)
 GET /test-chat-timeout 200 in 26ms (compile: 4ms, proxy.ts: 5ms, render: 17ms)
 GET /test-chat-timeout 200 in 31ms (compile: 4ms, proxy.ts: 5ms, render: 22ms)
 GET /test-chat-timeout 200 in 24ms (compile: 3ms, proxy.ts: 6ms, render: 15ms)
 GET /test-chat-timeout 200 in 30ms (compile: 2ms, proxy.ts: 4ms, render: 24ms)
 GET /test-chat-timeout 200 in 19ms (compile: 2ms, proxy.ts: 3ms, render: 14ms)
 GET /test-chat-timeout 200 in 34ms (compile: 2ms, proxy.ts: 3ms, render: 29ms)
 GET /test-chat-timeout 200 in 23ms (compile: 2ms, proxy.ts: 3ms, render: 18ms)
 GET /test-chat-timeout 200 in 21ms (compile: 3ms, proxy.ts: 4ms, render: 14ms)
 GET /test-chat-timeout 200 in 23ms (compile: 3ms, proxy.ts: 3ms, render: 17ms)
 GET /test-chat-timeout 200 in 24ms (compile: 4ms, proxy.ts: 5ms, render: 16ms)
 GET /test-chat-timeout 200 in 23ms (compile: 3ms, proxy.ts: 4ms, render: 15ms)
 GET /test-chat-timeout 200 in 21ms (compile: 3ms, proxy.ts: 4ms, render: 15ms)
 GET /test-chat-timeout 200 in 42ms (compile: 2ms, proxy.ts: 5ms, render: 34ms)
 GET /test-chat-timeout 200 in 26ms (compile: 3ms, proxy.ts: 3ms, render: 20ms)
 GET /test-chat-timeout 200 in 26ms (compile: 4ms, proxy.ts: 4ms, render: 19ms)
 GET /test-chat-timeout 200 in 40ms (compile: 4ms, proxy.ts: 4ms, render: 32ms)
 GET /test-chat-timeout 200 in 47ms (compile: 3ms, proxy.ts: 4ms, render: 40ms)
 GET /test-chat-timeout 200 in 34ms (compile: 4ms, proxy.ts: 9ms, render: 21ms)
 GET /test-chat-timeout 200 in 25ms (compile: 3ms, proxy.ts: 5ms, render: 17ms)
 GET /test-chat-timeout 200 in 49ms (compile: 4ms, proxy.ts: 4ms, render: 42ms)
 GET /test-chat-timeout 200 in 30ms (compile: 3ms, proxy.ts: 4ms, render: 24ms)
 GET /test-chat-timeout 200 in 46ms (compile: 5ms, proxy.ts: 5ms, render: 36ms)
 GET /test-chat-timeout 200 in 28ms (compile: 3ms, proxy.ts: 5ms, render: 20ms)
 GET /test-chat-timeout 200 in 29ms (compile: 3ms, proxy.ts: 3ms, render: 22ms)
 GET /test-chat-timeout 200 in 31ms (compile: 4ms, proxy.ts: 5ms, render: 22ms)
 GET /test-chat-timeout 200 in 35ms (compile: 4ms, proxy.ts: 8ms, render: 22ms)
 GET /test-chat-timeout 200 in 43ms (compile: 4ms, proxy.ts: 4ms, render: 35ms)
 GET /test-chat-timeout 200 in 47ms (compile: 3ms, proxy.ts: 5ms, render: 39ms)
 GET /test-chat-timeout 200 in 51ms (compile: 3ms, proxy.ts: 4ms, render: 43ms)
 GET /test-chat-timeout 200 in 51ms (compile: 3ms, proxy.ts: 5ms, render: 42ms)
 GET /test-chat-timeout 200 in 50ms (compile: 3ms, proxy.ts: 5ms, render: 42ms)
 GET /test-chat-timeout 200 in 37ms (compile: 4ms, proxy.ts: 5ms, render: 28ms)
 GET /test-chat-timeout 200 in 31ms (compile: 5ms, proxy.ts: 5ms, render: 21ms)
 GET /test-chat-timeout 200 in 27ms (compile: 4ms, proxy.ts: 4ms, render: 19ms)
 GET /test-chat-timeout 200 in 29ms (compile: 4ms, proxy.ts: 4ms, render: 21ms)
 GET /test-chat-timeout 200 in 54ms (compile: 4ms, proxy.ts: 6ms, render: 45ms)
 GET /test-chat-timeout 200 in 51ms (compile: 3ms, proxy.ts: 5ms, render: 43ms)
 GET /test-chat-timeout 200 in 51ms (compile: 4ms, proxy.ts: 7ms, render: 40ms)
 GET /test-chat-timeout 200 in 50ms (compile: 3ms, proxy.ts: 6ms, render: 41ms)
 GET /test-chat-timeout 200 in 34ms (compile: 4ms, proxy.ts: 5ms, render: 25ms)
 GET /test-chat-timeout 200 in 29ms (compile: 3ms, proxy.ts: 6ms, render: 20ms)
 GET /test-chat-timeout 200 in 31ms (compile: 4ms, proxy.ts: 4ms, render: 23ms)
 GET /test-chat-timeout 200 in 34ms (compile: 5ms, proxy.ts: 6ms, render: 23ms)
 GET /test-chat-timeout 200 in 32ms (compile: 4ms, proxy.ts: 5ms, render: 22ms)
 GET /test-chat-timeout 200 in 28ms (compile: 4ms, proxy.ts: 5ms, render: 19ms)
 GET /test-chat-timeout 200 in 30ms (compile: 3ms, proxy.ts: 4ms, render: 23ms)
 GET /test-chat-timeout 200 in 34ms (compile: 5ms, proxy.ts: 6ms, render: 23ms)
 GET /test-chat-timeout 200 in 48ms (compile: 5ms, proxy.ts: 5ms, render: 38ms)
 GET /test-chat-timeout 200 in 31ms (compile: 4ms, proxy.ts: 5ms, render: 22ms)
 GET /test-chat-timeout 200 in 29ms (compile: 4ms, proxy.ts: 5ms, render: 20ms)
 GET /test-chat-timeout 200 in 44ms (compile: 4ms, proxy.ts: 4ms, render: 36ms)
 GET /test-chat-timeout 200 in 54ms (compile: 4ms, proxy.ts: 5ms, render: 45ms)
 GET /test-chat-timeout 200 in 29ms (compile: 4ms, proxy.ts: 5ms, render: 20ms)
 GET /test-chat-timeout 200 in 42ms (compile: 3ms, proxy.ts: 4ms, render: 35ms)
 GET /test-chat-timeout 200 in 29ms (compile: 3ms, proxy.ts: 5ms, render: 21ms)
 GET /test-chat-timeout 200 in 27ms (compile: 4ms, proxy.ts: 5ms, render: 18ms)
 GET /test-chat-timeout 200 in 27ms (compile: 2ms, proxy.ts: 5ms, render: 20ms)
 GET /test-chat-timeout 200 in 27ms (compile: 3ms, proxy.ts: 4ms, render: 20ms)
 GET /test-chat-timeout 200 in 33ms (compile: 5ms, proxy.ts: 5ms, render: 22ms)
 GET /test-chat-timeout 200 in 28ms (compile: 4ms, proxy.ts: 5ms, render: 19ms)
 GET /test-chat-timeout 200 in 27ms (compile: 4ms, proxy.ts: 5ms, render: 18ms)
 GET /test-chat-timeout 200 in 29ms (compile: 3ms, proxy.ts: 4ms, render: 21ms)
 GET /test-chat-timeout 200 in 32ms (compile: 4ms, proxy.ts: 5ms, render: 22ms)
 GET /test-chat-timeout 200 in 29ms (compile: 3ms, proxy.ts: 6ms, render: 20ms)
 GET /test-chat-timeout 200 in 47ms (compile: 3ms, proxy.ts: 4ms, render: 40ms)
 GET /test-chat-timeout 200 in 30ms (compile: 4ms, proxy.ts: 6ms, render: 20ms)
 GET /test-chat-timeout 200 in 29ms (compile: 4ms, proxy.ts: 4ms, render: 22ms)
 GET /test-chat-timeout 200 in 53ms (compile: 4ms, proxy.ts: 5ms, render: 43ms)
 GET /test-chat-timeout 200 in 30ms (compile: 3ms, proxy.ts: 6ms, render: 21ms)
 GET /test-chat-timeout 200 in 27ms (compile: 4ms, proxy.ts: 5ms, render: 19ms)
 GET /test-chat-timeout 200 in 28ms (compile: 4ms, proxy.ts: 5ms, render: 19ms)
 GET /test-chat-timeout 200 in 31ms (compile: 5ms, proxy.ts: 5ms, render: 22ms)
 GET /test-chat-timeout 200 in 28ms (compile: 6ms, proxy.ts: 5ms, render: 17ms)
 GET /test-chat-timeout 200 in 33ms (compile: 3ms, proxy.ts: 6ms, render: 23ms)
 GET /test-chat-timeout 200 in 32ms (compile: 4ms, proxy.ts: 5ms, render: 23ms)
 GET /test-chat-timeout 200 in 45ms (compile: 5ms, proxy.ts: 6ms, render: 35ms)
 GET /test-chat-timeout 200 in 26ms (compile: 3ms, proxy.ts: 5ms, render: 18ms)
 GET /test-chat-timeout 200 in 28ms (compile: 3ms, proxy.ts: 5ms, render: 20ms)
 GET /test-chat-timeout 200 in 46ms (compile: 4ms, proxy.ts: 5ms, render: 37ms)
 GET /test-chat-timeout 200 in 33ms (compile: 3ms, proxy.ts: 4ms, render: 25ms)
 GET /test-chat-timeout 200 in 34ms (compile: 5ms, proxy.ts: 6ms, render: 23ms)
 GET /test-chat-timeout 200 in 32ms (compile: 5ms, proxy.ts: 5ms, render: 22ms)
 GET /test-chat-timeout 200 in 33ms (compile: 5ms, proxy.ts: 6ms, render: 21ms)
 GET /test-chat-timeout 200 in 39ms (compile: 3ms, proxy.ts: 6ms, render: 30ms)
 GET /test-chat-timeout 200 in 30ms (compile: 4ms, proxy.ts: 4ms, render: 21ms)
 GET /test-chat-timeout 200 in 32ms (compile: 5ms, proxy.ts: 4ms, render: 23ms)
 GET /test-chat-timeout 200 in 30ms (compile: 4ms, proxy.ts: 6ms, render: 21ms)
 GET /test-chat-timeout 200 in 35ms (compile: 4ms, proxy.ts: 5ms, render: 26ms)
 GET /test-chat-timeout 200 in 32ms (compile: 4ms, proxy.ts: 6ms, render: 23ms)
 GET /test-chat-timeout 200 in 34ms (compile: 6ms, proxy.ts: 5ms, render: 22ms)
 GET /test-chat-timeout 200 in 51ms (compile: 4ms, proxy.ts: 5ms, render: 43ms)
 GET /test-chat-timeout 200 in 33ms (compile: 4ms, proxy.ts: 6ms, render: 23ms)
 GET /test-chat-timeout 200 in 31ms (compile: 4ms, proxy.ts: 5ms, render: 23ms)
 GET /test-chat-timeout 200 in 50ms (compile: 5ms, proxy.ts: 5ms, render: 40ms)
 GET /test-chat-timeout 200 in 34ms (compile: 3ms, proxy.ts: 5ms, render: 26ms)
 GET /test-chat-timeout 200 in 29ms (compile: 4ms, proxy.ts: 6ms, render: 19ms)
 GET /test-chat-timeout 200 in 29ms (compile: 4ms, proxy.ts: 4ms, render: 21ms)
 GET /test-chat-timeout 200 in 33ms (compile: 4ms, proxy.ts: 5ms, render: 24ms)
 GET /test-chat-timeout 200 in 29ms (compile: 3ms, proxy.ts: 5ms, render: 21ms)
 GET /test-chat-timeout 200 in 55ms (compile: 5ms, proxy.ts: 4ms, render: 46ms)
 GET /test-chat-timeout 200 in 30ms (compile: 3ms, proxy.ts: 4ms, render: 22ms)
 GET /test-chat-timeout 200 in 27ms (compile: 3ms, proxy.ts: 5ms, render: 19ms)
 GET /test-chat-timeout 200 in 28ms (compile: 4ms, proxy.ts: 5ms, render: 19ms)
 GET /test-chat-timeout 200 in 29ms (compile: 4ms, proxy.ts: 5ms, render: 20ms)
 GET /test-chat-timeout 200 in 54ms (compile: 4ms, proxy.ts: 4ms, render: 46ms)
 GET /test-chat-timeout 200 in 202ms (compile: 3ms, proxy.ts: 6ms, render: 193ms)
 GET /test-chat-timeout 200 in 200ms (compile: 4ms, proxy.ts: 5ms, render: 191ms)
 GET /test-chat-timeout 200 in 33ms (compile: 3ms, proxy.ts: 5ms, render: 25ms)
 GET /test-chat-timeout 200 in 35ms (compile: 5ms, proxy.ts: 5ms, render: 25ms)
 GET /test-chat-timeout 200 in 50ms (compile: 4ms, proxy.ts: 5ms, render: 41ms)
 GET /test-chat-timeout 200 in 35ms (compile: 3ms, proxy.ts: 5ms, render: 26ms)
 GET /test-chat-timeout 200 in 33ms (compile: 5ms, proxy.ts: 5ms, render: 23ms)
 GET /test-chat-timeout 200 in 39ms (compile: 18ms, proxy.ts: 4ms, render: 17ms)
 GET /test-chat-timeout 200 in 29ms (compile: 3ms, proxy.ts: 5ms, render: 21ms)
 GET /test-chat-timeout 200 in 24ms (compile: 3ms, proxy.ts: 5ms, render: 16ms)
 GET /test-chat-timeout 200 in 27ms (compile: 3ms, proxy.ts: 6ms, render: 18ms)
 GET /test-chat-timeout 200 in 27ms (compile: 3ms, proxy.ts: 4ms, render: 20ms)
 GET /test-chat-timeout 200 in 44ms (compile: 5ms, proxy.ts: 4ms, render: 35ms)
 GET /test-chat-timeout 200 in 43ms (compile: 3ms, proxy.ts: 5ms, render: 35ms)
 GET /test-chat-timeout 200 in 29ms (compile: 4ms, proxy.ts: 4ms, render: 21ms)
 GET /test-chat-timeout 200 in 29ms (compile: 4ms, proxy.ts: 5ms, render: 20ms)
 GET /test-chat-timeout 200 in 27ms (compile: 3ms, proxy.ts: 4ms, render: 20ms)
 GET /test-chat-timeout 200 in 30ms (compile: 4ms, proxy.ts: 5ms, render: 22ms)
 GET /test-chat-timeout 200 in 30ms (compile: 4ms, proxy.ts: 4ms, render: 22ms)
 GET /test-chat-timeout 200 in 29ms (compile: 4ms, proxy.ts: 4ms, render: 21ms)
 GET /test-chat-timeout 200 in 36ms (compile: 4ms, proxy.ts: 5ms, render: 27ms)
 GET /test-chat-timeout 200 in 45ms (compile: 5ms, proxy.ts: 5ms, render: 35ms)
 GET /test-chat-timeout 200 in 31ms (compile: 3ms, proxy.ts: 5ms, render: 22ms)
 GET /test-chat-timeout 200 in 29ms (compile: 3ms, proxy.ts: 5ms, render: 21ms)
 GET /test-chat-timeout 200 in 28ms (compile: 4ms, proxy.ts: 5ms, render: 19ms)
 GET /test-chat-timeout 200 in 25ms (compile: 3ms, proxy.ts: 4ms, render: 17ms)
 GET /test-chat-timeout 200 in 24ms (compile: 3ms, proxy.ts: 5ms, render: 17ms)
 GET /test-chat-timeout 200 in 30ms (compile: 4ms, proxy.ts: 4ms, render: 22ms)
 GET /test-chat-timeout 200 in 32ms (compile: 4ms, proxy.ts: 7ms, render: 21ms)
 GET /test-chat-timeout 200 in 29ms (compile: 5ms, proxy.ts: 4ms, render: 20ms)
 GET /test-chat-timeout 200 in 29ms (compile: 4ms, proxy.ts: 5ms, render: 21ms)
 GET /test-chat-timeout 200 in 26ms (compile: 4ms, proxy.ts: 4ms, render: 18ms)
 GET /test-chat-timeout 200 in 28ms (compile: 4ms, proxy.ts: 5ms, render: 19ms)
 GET /test-chat-timeout 200 in 28ms (compile: 4ms, proxy.ts: 5ms, render: 19ms)
 GET /test-chat-timeout 200 in 26ms (compile: 4ms, proxy.ts: 5ms, render: 17ms)
 GET /test-chat-timeout 200 in 30ms (compile: 3ms, proxy.ts: 5ms, render: 21ms)
 GET /test-chat-timeout 200 in 55ms (compile: 4ms, proxy.ts: 4ms, render: 47ms)
 GET /test-chat-timeout 200 in 28ms (compile: 3ms, proxy.ts: 4ms, render: 21ms)
 GET /test-chat-timeout 200 in 28ms (compile: 4ms, proxy.ts: 4ms, render: 20ms)
 GET /test-chat-timeout 200 in 25ms (compile: 3ms, proxy.ts: 6ms, render: 16ms)
 GET /test-chat-timeout 200 in 29ms (compile: 3ms, proxy.ts: 5ms, render: 21ms)
 GET /test-chat-timeout 200 in 28ms (compile: 4ms, proxy.ts: 4ms, render: 20ms)
 GET /test-chat-timeout 200 in 28ms (compile: 4ms, proxy.ts: 5ms, render: 19ms)
 GET /test-chat-timeout 200 in 30ms (compile: 4ms, proxy.ts: 5ms, render: 21ms)
 GET /test-chat-timeout 200 in 29ms (compile: 5ms, proxy.ts: 5ms, render: 19ms)
 GET /test-chat-timeout 200 in 30ms (compile: 4ms, proxy.ts: 4ms, render: 22ms)
 GET /test-chat-timeout 200 in 31ms (compile: 4ms, proxy.ts: 4ms, render: 23ms)
 GET /test-chat-timeout 200 in 32ms (compile: 5ms, proxy.ts: 5ms, render: 21ms)
 GET /test-chat-timeout 200 in 29ms (compile: 4ms, proxy.ts: 5ms, render: 20ms)
 GET /test-chat-timeout 200 in 28ms (compile: 4ms, proxy.ts: 5ms, render: 20ms)
 GET /test-chat-timeout 200 in 32ms (compile: 3ms, proxy.ts: 6ms, render: 22ms)
 GET /test-chat-timeout 200 in 30ms (compile: 4ms, proxy.ts: 5ms, render: 21ms)
 GET /test-chat-timeout 200 in 39ms (compile: 4ms, proxy.ts: 4ms, render: 30ms)
 GET /test-chat-timeout 200 in 48ms (compile: 4ms, proxy.ts: 4ms, render: 40ms)
 GET /test-chat-timeout 200 in 30ms (compile: 4ms, proxy.ts: 5ms, render: 20ms)
 GET /test-chat-timeout 200 in 33ms (compile: 4ms, proxy.ts: 4ms, render: 25ms)
 GET /test-chat-timeout 200 in 40ms (compile: 4ms, proxy.ts: 4ms, render: 33ms)
 GET /test-chat-timeout 200 in 23ms (compile: 2ms, proxy.ts: 4ms, render: 17ms)
 GET /test-chat-timeout 200 in 37ms (compile: 3ms, proxy.ts: 4ms, render: 30ms)
 GET /test-chat-timeout 200 in 27ms (compile: 4ms, proxy.ts: 3ms, render: 20ms)
 GET /test-chat-timeout 200 in 45ms (compile: 4ms, proxy.ts: 5ms, render: 36ms)
 GET /test-chat-timeout 200 in 28ms (compile: 3ms, proxy.ts: 4ms, render: 22ms)
 GET /test-chat-timeout 200 in 28ms (compile: 4ms, proxy.ts: 4ms, render: 20ms)
 GET /test-chat-timeout 200 in 29ms (compile: 5ms, proxy.ts: 5ms, render: 20ms)
 GET /test-chat-timeout 200 in 23ms (compile: 4ms, proxy.ts: 4ms, render: 16ms)
 GET /test-chat-timeout 200 in 22ms (compile: 3ms, proxy.ts: 3ms, render: 16ms)
 GET /test-chat-timeout 200 in 22ms (compile: 5ms, proxy.ts: 3ms, render: 14ms)
 GET /test-chat-timeout 200 in 19ms (compile: 4ms, proxy.ts: 3ms, render: 12ms)
 GET /test-chat-timeout 200 in 30ms (compile: 3ms, proxy.ts: 4ms, render: 24ms)
 GET /test-chat-timeout 200 in 23ms (compile: 3ms, proxy.ts: 3ms, render: 17ms)
 GET /test-chat-timeout 200 in 21ms (compile: 3ms, proxy.ts: 3ms, render: 15ms)
 GET /test-chat-timeout 200 in 22ms (compile: 3ms, proxy.ts: 4ms, render: 16ms)
 GET /test-chat-timeout 200 in 22ms (compile: 3ms, proxy.ts: 3ms, render: 16ms)
 GET /test-chat-timeout 200 in 20ms (compile: 3ms, proxy.ts: 3ms, render: 14ms)
 GET /test-chat-timeout 200 in 24ms (compile: 5ms, proxy.ts: 3ms, render: 15ms)
 GET /test-chat-timeout 200 in 34ms (compile: 4ms, proxy.ts: 4ms, render: 27ms)
 GET /test-chat-timeout 200 in 18ms (compile: 3ms, proxy.ts: 4ms, render: 11ms)
✓ Compiled in 396ms
✓ Compiled in 430ms
⨯ Error: ENOENT: no such file or directory, open 'C:\Users\janpa\cd\development\fin\.next\dev\static\development\_buildManifest.js.tmp.1rxc9nfqavo'
    at ignore-listed frames {
  errno: -4058,
  code: 'ENOENT',
  syscall: 'open',
  path: 'C:\\Users\\janpa\\cd\\development\\fin\\.next\\dev\\static\\development\\_buildManifest.js.tmp.1rxc9nfqavo'
}
⨯ Error: ENOENT: no such file or directory, open 'C:\Users\janpa\cd\development\fin\.next\dev\server\app\_not-found\page\build-manifest.json'
    at ignore-listed frames {
  errno: -4058,
  code: 'ENOENT',
  syscall: 'open',
  path: 'C:\\Users\\janpa\\cd\\development\\fin\\.next\\dev\\server\\app\\_not-found\\page\\build-manifest.json'
}
Error: ENOENT: no such file or directory, open 'C:\Users\janpa\cd\development\fin\.next\dev\routes-manifest.json'
    at ignore-listed frames {
  errno: -4058,
  code: 'ENOENT',
  syscall: 'open',
  path: 'C:\\Users\\janpa\\cd\\development\\fin\\.next\\dev\\routes-manifest.json'
}
⨯ Error: Cannot find module '../chunks/ssr/[turbopack]_runtime.js'
Require stack:
- C:\Users\janpa\cd\development\fin\.next\dev\server\pages\_document.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\server\require.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\server\load-components.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\build\utils.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\build\swc\options.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\build\swc\index.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\build\next-config-ts\transpile-config.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\server\config.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\server\next.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\server\lib\start-server.js
    at Object.<anonymous> (C:\Users\janpa\cd\development\fin\.next\dev\server\pages\_document.js:1:7) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [Array]
}
Error: ENOENT: no such file or directory, open 'C:\Users\janpa\cd\development\fin\.next\dev\routes-manifest.json'
    at ignore-listed frames {
  errno: -4058,
  code: 'ENOENT',
  syscall: 'open',
  path: 'C:\\Users\\janpa\\cd\\development\\fin\\.next\\dev\\routes-manifest.json'
}
 GET /test-chat-timeout 500 in 961ms (compile: 74ms, proxy.ts: 874ms, render: 13ms)
⨯ Error: ENOENT: no such file or directory, open 'C:\Users\janpa\cd\development\fin\.next\dev\server\pages\_app\build-manifest.json'
    at ignore-listed frames {
  errno: -4058,
  code: 'ENOENT',
  syscall: 'open',
  path: 'C:\\Users\\janpa\\cd\\development\\fin\\.next\\dev\\server\\pages\\_app\\build-manifest.json'
}
⨯ Error: ENOENT: no such file or directory, open 'C:\Users\janpa\cd\development\fin\.next\dev\server\app\_not-found\page\build-manifest.json'
    at ignore-listed frames {
  errno: -4058,
  code: 'ENOENT',
  syscall: 'open',
  path: 'C:\\Users\\janpa\\cd\\development\\fin\\.next\\dev\\server\\app\\_not-found\\page\\build-manifest.json'
}
Error: ENOENT: no such file or directory, open 'C:\Users\janpa\cd\development\fin\.next\dev\server\pages\_app\build-manifest.json'
    at ignore-listed frames {
  errno: -4058,
  code: 'ENOENT',
  syscall: 'open',
  path: 'C:\\Users\\janpa\\cd\\development\\fin\\.next\\dev\\server\\pages\\_app\\build-manifest.json'
}
⨯ Error: ENOENT: no such file or directory, open 'C:\Users\janpa\cd\development\fin\.next\dev\server\pages\_app\build-manifest.json'
    at ignore-listed frames {
  errno: -4058,
  code: 'ENOENT',
  syscall: 'open',
  path: 'C:\\Users\\janpa\\cd\\development\\fin\\.next\\dev\\server\\pages\\_app\\build-manifest.json'
}
Error: ENOENT: no such file or directory, open 'C:\Users\janpa\cd\development\fin\.next\dev\server\pages\_app\build-manifest.json'
    at ignore-listed frames {
  errno: -4058,
  code: 'ENOENT',
  syscall: 'open',
